"city","description","neighbourhood_cleansed"
"Melbourne","The whole group will enjoy easy access to everything from this centrally located place.","Boroondara"
"Melbourne","Tucked away in the busy streets of Glen Iris, The Clarke is a neatly styled home that provides a great base for travellers on a business trip or holiday. This 2 bedroom, 2 bathroom 2nd floor apartment features an open plan living and dining space that opens to a balcony with BBQ. Located 10 kms from the CBD, this home also offers easy access to the city&rsquo;s trams, parks, schools, and restaurants.","Boroondara"
"Melbourne","Stylish large two-bedroom apartment at 26F located in the heart of CBD, and very close to Southern Cross Station(3 minutes walking distance), supermarkets, trams,  restaurants, coffee shops, etc.<br />Make full use of luxury amenities such as the gym. And the airport shuttle bus(Southern Cross Station) is 3 minutes walking distance.","Melbourne"
"Melbourne","Enjoy Melbourne like a local in the absolute centre location of Melbourne City when you book this bright and modern apartment, just opposite Melbourne Central Station and within walking distance to RMIT Unversity and QV shopping mall.<br /><br />This cosy apartment offers an awesome combination of contemporary design and unrivalled city convenience. The apartment has a stunning night view of Melbourne city on a high floor.","Melbourne"
"Melbourne","Bright and spacious room with a wall of glazing flowing out to a balcony. Right in the City and with a resort-style lap pool, fully-equipped gym and sauna for guests.<br /><br />- 2 min walk to RMIT University<br />- 10m to the nearest Tram ‘Super Stop’ (just outside)<br />- 8-min walk to the vibrant Melbourne Central and QV shopping centres<br />- 8-min walk to the exciting hustle and bustle of Queen Victoria Market<br />- 5-min walk to famous Lygon Street for Melbourne’s best Italian restaurants<br />- And much more (see below)","Melbourne"
"Melbourne","WeMeet Service runs this awesome, extremely convenient and modern 2 bedrooms apartment unit.  Everything in it is brand new. This apartment  located in the heart of Melbourne CBD and close to everything.","Melbourne"
"Melbourne","architect-designed luxury eco home featured on Grand Designs Aust in 2012.  Has green roof,  billabong & separate villa the Lily Pad which sits on a lily adorned billabong. secluded but walkable to town. 3 ½ acres, mountain views all around, adjacent to forest. Private, exclusive,  luxury, a place to chill & be inspired. Described by grand designs presenter as humble yet regal, a slice of paradise. 3 separate bedrooms each with ensuite shower & toilet. Check listing reviews for the lily pad","Yarra Ranges"
"Melbourne","Enjoy a stylish experience at this centrally-located place. Staying here, the guest will have close proximity to many of the cities key attractions. One can travel around Melbourne easily, through this well connected place. The apartment is fully furnished and it's unique design allows the guest to experience a contemporary lifestyle. I hope that you will like this apartment very much and hope to host you soon :)","Melbourne"
"Melbourne","Bring the whole family to this great place with lots of room for fun.","Casey"
"Melbourne","Welcome! You will be staying in a home away from home with Joy, Ben and little Miles (2.5 years old). Miles is a happy toddler who loves people. <br /><br />Our rooms are upstairs with your room being the only one downstairs. <br />there is a living area, laundry and kitchen for you to use.<br /><br />1 Queen bed with ensuite own bath and toilet<br />- has lock<br />- away from other rooms<br />- on the ground floor<br /><br />From Bundoora location with tram outside doorstep to:<br />CBD<br />La Trobe Uni Bundoora<br />RMIT Bundoora<br />Uni hill Shopping centre","Darebin"
"Melbourne","Experience city living in this 1-bedroom, 1-bathroom apartment at Rose Lane, right in Melbourne’s CBD. <br /><br />Enjoy access to the resort-style amenities, including an indoor pool, spa, and sauna. Perfect for solo travellers, couples, or business guests - free tram zone nearby and being in walking distance of Southern Cross Station, Crown Casino & Southbank, Docklands, and Melbourne’s famous laneways and dining scene, exploring the city has never been easier.<br /><br />DayLight Estate - A place to call home.","Melbourne"
"Melbourne","A beautiful 4 rooms townhouse in the middle of Melbourne! Situated in the heart of Prahran suburb, 3 minutes walk from Prahran market and 5 minutes walk from Chapel st. The house is perfect for a young family or 2 couples. We will provide everything you need to enjoy a perfect summer and Christmas in Melbourne!","Stonnington"
"Melbourne","This recently built one-bedroom apartment is ready! The bright, sunny open plan living and dining area features smooth timber flooring and leads out onto a spacious balcony with a BBQ.<br /><br />The apartment includes a fully equipped kitchen, separate bedroom and modern bathroom. Additional conveniences include parking and on-site laundry facilities. Located just a 5-minute walk to Acland Street, you'll be right in the heart of the vibrant St Kilda scene!","Port Phillip"
"Melbourne","Relaxing in this two-bedroom apartment with lap pool, you’ll enjoy the Melbourne lifestyle.<br /><br />- 2 min walk to RMIT University<br />- 10m to the nearest Tram ‘Super Stop’ (just outside)<br />- 8-min walk to the vibrant Melbourne Central and QV shopping centres<br />- 8-min walk to the exciting hustle and bustle of Queen Victoria Market<br />- 5-min walk to famous Lygon Street for Melbourne’s best Italian restaurants<br />- And much more (see below)","Melbourne"
"Melbourne","Our classic Family Cabins are an ideal option for those seeking extra space on their travels. Sleeping 6 across 2 bedrooms and complete with a full kitchen, dining and living area along with a lovely veranda to enjoy your time together.<br />Some of our 2 bedroom cabins are pet friendly and subject to availability therefore you are advised to call our friendly team before you book.","Yarra Ranges"
"Melbourne","Experience the cultural hub of the Melbourne CBD from this contemporary and spacious two-bedroom, two-bathroom apartment for four. Its incredible location means you can easily walk to popular sights like the Queen Victoria Market, Melbourne University and the CBD’d Hosier Lane. Not to mention, Melbourne's famous shops, hidden bars and trendy restaurants are on your doorstep.<br /><br />Then take a break and enjoy all the mod cons provided with this fully-equipped apartment with a private balcony.","Melbourne"
"Melbourne","-	Welcome to Melbourne’s Inner West! This private, fully self-contained 1-bedroom flat occupies the rear half of a single-level home that’s been divided into two completely separate residences. You’ll have your own private entrance, backyard, laundry, kitchen, and on-site parking — full privacy, no shared spaces.<br /><br />-	18 mins walk or 3 mins by bus to Yarraville Station and the vibrant Yarraville Village with cafés, eateries, and boutiques.","Maribyrnong"
"Melbourne","Trendy, light filled Carlton Apartment with rooftop in amazing location.","Melbourne"
"Melbourne","An ENTIRE apartment unit ALL TO YOURSELF in one of Australia's tallest residential building located in SOUTHBANK, round the corner from Southgate Mall, Crown Casino, Melbourne Exhibition Centre and More marks this cozy inner-city home a must for any holiday makers. Fully furnished with HOTEL STYLE LINENS, TOWELS & FREE WiFi.","Melbourne"
"Melbourne","Quincy - Designer Comfort Wi-Fi Gym","Port Phillip"
"Melbourne","This 2 bedroom, 1 bathroom apartment is a stylish, cozy and well situated stay. Perfectly located in Balaclava / St Kilda East, This sleek, light filled apartment has all the amenities you need for a relaxing, enjoyable stay. Walking distance to Carlisle Street’s beautiful shops, and restaurants, as well as a 5 minute walk to the station with a short 10 min commute directly to Melbourne CBD.","Port Phillip"
"Melbourne","Step into a cosy apartment on Lonsdale street, in the heart of Melbourne city. Perfect for solo travellers or couples looking for a stylish and comfortable retreat in the city center. This studio offers a convenient and comfortable base for your city adventures.","Melbourne"
"Melbourne","Fully self-contained boutique apartment situated in a quiet, tree-lined street, a short stroll from iconic Lygon Street's shops, bars and eateries. Or a quick tram ride into Melbourne's CBD, Museum, Zoo, theatres & more.<br /><br />Beautifully furnished with 2 spacious bedrooms, 2 bathrooms, open plan lounge, dining and fully equipped kitchen opening onto a private balcony with tranquil leafy outlook<br /><br />Free secure parking for one vehicle, full laundry and lots of little extras to make for the perfect stay","Melbourne"
